model,ens,exp,postprocess,table,grid,varn,period,mean
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2016-2035,1.53
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.00
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2016-2035,1.13
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.33
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.26
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.35
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,0.95
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,0.88
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.19
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2016-2035,1.67
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.67
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.36
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.69
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.35
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,1.77
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.62
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.50
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.75
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2046-2065,2.91
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2046-2065,2.46
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2046-2065,2.17
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2046-2065,3.98
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,3.78
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,2.38
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,2.46
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,2.90
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,2.67
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,2.65
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.20
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2046-2065,1.95
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2046-2065,2.69
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2046-2065,2.11
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2046-2065,2.12
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,3.01
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2046-2065,3.36
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2046-2065,2.38
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,1.91
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2046-2065,2.01
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.18
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.12
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.37
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,1.60
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,1.78
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2046-2065,2.65
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2046-2065,3.30
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.26
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.19
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.46
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.10
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,0.92
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.38
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.34
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.41
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2011-2020,1.55
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2011-2020,1.18
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2011-2020,1.06
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2011-2020,2.11
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.89
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.11
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.32
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.72
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.46
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.48
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.31
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2011-2020,0.98
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2011-2020,1.47
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2011-2020,1.10
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2011-2020,1.12
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.52
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2011-2020,1.81
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2011-2020,1.42
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,0.88
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2011-2020,1.01
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.20
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.15
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.20
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,0.86
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,0.83
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2011-2020,1.05
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2011-2020,1.38
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.64
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.45
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.78
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.43
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.13
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.63
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.69
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.67
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2021-2030,1.94
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2021-2030,1.45
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2021-2030,1.30
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2021-2030,2.62
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,2.38
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,1.44
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,1.58
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,1.98
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,1.75
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,1.82
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.60
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2021-2030,1.21
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2030,1.91
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2021-2030,1.36
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2021-2030,1.46
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,1.85
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2030,2.36
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2030,1.71
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.14
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2030,1.28
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.41
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.38
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.50
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,0.98
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,0.98
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2030,1.37
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2030,1.96
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,2.05
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.68
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,2.13
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.80
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.34
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.98
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.97
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,2.11
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2031-2040,2.31
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2031-2040,1.80
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2031-2040,1.63
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2031-2040,3.08
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,2.89
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,1.79
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,1.88
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,2.30
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,2.06
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,2.16
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.85
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2031-2040,1.48
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2031-2040,2.23
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2031-2040,1.64
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2031-2040,1.78
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,2.30
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2031-2040,2.77
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2031-2040,1.98
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.41
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2031-2040,1.56
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.67
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.64
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.80
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.25
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.26
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2031-2040,1.85
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2031-2040,2.53
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.44
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.09
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.51
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.15
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,1.59
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.40
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.28
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.55
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2041-2050,2.70
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2041-2050,2.25
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2041-2050,1.96
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2041-2050,3.64
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,3.46
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,2.15
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,2.24
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,2.67
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,2.45
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,2.46
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.08
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2041-2050,1.77
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2050,2.54
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2041-2050,1.94
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2041-2050,2.01
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,2.77
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2050,3.16
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2050,2.20
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,1.74
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2050,1.88
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.02
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,1.95
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.20
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,1.50
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,1.63
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2050,2.39
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2050,3.05
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.90
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.62
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.87
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.52
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,1.88
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.87
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.73
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.96
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2051-2060,3.16
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2051-2060,2.70
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2051-2060,2.38
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2051-2060,4.29
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,4.08
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,2.68
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,2.68
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,3.14
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,2.92
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,2.82
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.31
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2051-2060,2.12
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2051-2060,2.83
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2051-2060,2.30
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2051-2060,2.24
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,3.21
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2051-2060,3.56
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2051-2060,2.57
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.06
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2051-2060,2.15
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.38
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.30
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.56
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,1.78
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,1.96
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2051-2060,2.96
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2051-2060,3.54
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.41
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.07
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.25
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.89
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.15
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.34
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.22
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.29
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2061-2070,3.69
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2061-2070,3.23
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2061-2070,2.93
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2061-2070,4.86
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,4.66
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.31
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.21
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.70
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.38
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.24
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.59
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2061-2070,2.54
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2061-2070,3.19
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2061-2070,2.64
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2061-2070,2.54
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.70
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2061-2070,3.96
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2061-2070,3.01
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.35
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2061-2070,2.46
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.64
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.65
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.90
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.08
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,2.24
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2061-2070,3.49
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2061-2070,4.07
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.93
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.51
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.64
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.27
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,2.44
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.79
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.78
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.72
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2071-2080,4.23
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2071-2080,3.85
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2071-2080,3.49
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2071-2080,5.44
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,5.24
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,3.85
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,3.68
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,4.26
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,3.81
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,3.59
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,2.90
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2071-2080,2.92
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2071-2080,3.56
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2071-2080,2.94
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2071-2080,2.89
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,4.23
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2071-2080,4.39
